id	book_id	sentence	heading
	3	やむなく妥協をする判断を下した時は、すぐにタスクカードに書く、問題管理システムへの登録をする、などの対処をし、技術的負債の存在が忘れられないようにしておくべきでしょう。	7
	3		7
	3	次のイテレーションでの返済をスケジュールに組み込むことができれば、コストは最小限に抑えられます。	7
	3	負債を放置すれば、利息が発生します。	7
	3	この利息を常にトラッキングし、コストを明確にする必要があります。	7
	3	そうすれば、技術的負債が事業価値にどれほど大きな影響を及ぼすかが意識され、返済のための作業の優先順位が自然に上がることになるはずです。	7
	3	利息の計算、トラッキングをどうするかは、プロジェクトごとに違うでしょうが、トラッキングをしなくてはならない、ということだけは、どのプロジェクトでも同じです。	7
	3		7
	3	技術的負債はできるだけ早く返済する。	7
	3	分別のある人ならそうするはずです。	7
	3		7
	3		7
	3	関数型プログラミングを学ぶことの重要性	5
	3	Edward Garson	6
	3	最近プログラミングコミュニティでは、再び関数型プログラミングへの関心が高まっています。	7
	3	その理由としては、業界全体でマルチコアへの移行が進んでいる、ということもあるでしょう。	7
	3	移行によって生じる新たな課題への対処に、関数型パラダイムの保つ特性がうまく合致することが明らかになってきたからです。	7
	3	たしかにそれも重要な理由です。	7
	3	しかし、仮にそれだけなら、私がここでわざわざ「あなたも関数型プログラミングを学ぶべき」という文章を書くこともなかったと思います。	7
	3		7
	3	関数型プログラミングのパラダイムを十分に学べば、その知識、技術は、マルチコアへの対応以外にも幅広く役立つでしょう。	7
	3	まず、自分の書くコードの品質を大きく高めることができます。	7
	3	重要なのは、「参照透過性(referential transparency)」が向上するということです。	7
	3		7
	3	参照透過性が高い、というのは非常に素晴らしいことです。	7
	3	参照透過性が高いとは、関数がどこでいつ呼び出されようと、入力が同じであれば、常に得られる結果がおなじになる、ということを意味します。	7
	3	つまり、関数の評価結果が状態変化の副作用に左右されるということが少ない(あるいは、まったくない)ということです。	7
	3		7
	3	手続き型プログラミングに不具合が生じる原因となりやすいのが、「可変(mutable)な変数」です。	7
	3	本書の読者なら、ある変数の値が、状況によって予期したとおりにならず、その理由を調べた経験が少なからずあるでしょう。	7
	3	「可視性セマンティクス(visibility semantics)」などが、そうした目に見えにくい不具合を減らす上で役立つことはありますし、少なくとも、不具合の箇所の絞り込みにかなり役立つのは間違いないでしょう。	7
	3	しかし、ここで本当に問題なのは、そもそも、変数の値が変わってしまうような設計をしてしまったことです。	7
	3		7
	3	そういう設計を防ぐために参考になるものは、業界全体を見渡してもあまり見つからないことは確かです。	7
	3	オブジェクト指向言語の入門書などには、変数の値が変わる設計を、暗黙のうちに助長してしまっているものもあります。	7
	3	比較的「長生き」するオブジェクトたちが、互いの値や状態を変えるメソッド(mutator methods)を次々に呼び出す、というようなプログラム例が図解入りで載っていたりするからです。	7
	3	これはとても危険です。	7
	3		7
	3	しかし、適切なテスト駆動設計をすれば、特に「オブジェクトではなく、ロールのモックを作成すること」を心がけるようにすれば、不要な可変性は、設計から排除できるでしょう。	7
	3		7
	3	大事なことは、可変なメンバー変数の参照が必要になるような設計をしないことです、それよりも、小さな関数を数多く作り、個々の役割を限定するほうが得策です。	7
	3	個々の関数は、自らに渡される引数にのみ作用するようにします。	7
	3	そうすれば不具合は減り、おそらくデバッグも簡単になるでしょう。	7
	3	この設計では、仮に変数に不適切な値が入ったとしても、その箇所を特定するのが容易になるからです。	7
	3	そうでない設計では、不適切な代入がどのようなコンテキストで行われたかを推測する、ということまで必要になる恐れがあります。	7
	3	このように参照透過性の高いプログラムを書くのがごく当たり前のことだからです。	7
	3		7
	3	もちろん、参照透過性を高めることがどんな状況でも好ましいというわけではありません。	7
	3	参照透過性を高めるようなスタイルは、オブジェクト指向システムの場合、ユーザインターフェース開発よりも、例えばドメインモデル開発において(つまり、コラボレーションがビジネスルールの複雑さの低減に役立つような場合に)好結果につながりやすいようです。	7
	3		7
	3	関数型プログラミングのパラダイムについてよく学ぶことで、関数型言語での開発以外の場面にも、学んだことをうまく応用できるようになるでしょう。	7
	3	オブジェクト指向システムであっても、参照透過性を高めることができれば、利益は大きいはずです。	7
	3	一般的に信じられているよりも、オブジェクト指向システムと関数型システムの間に違いはありません。	7
	3	中には、「突き詰めれば、関数型プログラミングとオブジェクト指向プログラミングは、どちらもお互いの鏡像にすぎない」などという人もいます。	7
	3	「陰と陽」のような関係、といってもいいかもしれません。	7
	3		7
	3		7
	3	ユーザが何をするかを観察する（あなたはユーザではない）	5
	3	Giles Colborne	6
	3	私達はどうしても、誰もが自分と同じようなものの見方や考え方をするはずと思っていしまいがちです。	7
	3	しかし実際には、ものの見方や考え方はひとによって大きく違っています。	7
	3	こういう誤った思い込みのことを心理学では「偽の合意効果」とよびます。	7
	3	自分と考え方や行動が違っている人を見た時、私たちは(多くの場合は無意識に)、そういう人たちを、なにか問題のある人、というふうに評価してしまいがちです。	7
	3		7
	3	ユーザの身になって考えるということがなかなか出来ないプログラマが多いですが、その理由もこの「先入観」にあると言っていいでしょう。	7
	3	ユーザはプログラマのようには物を考えません。	7
	3	そもそも、プログラマに比べてコンピューターを使う時間が圧倒的に少ないのです。	7
	3	また、コンピューターが中でどう動いてるのかを知らないし、知りたいとも思いません。	7
	3	プログラマなら日頃から当然のように馴染んでいる「問題解決のテクニック」がいろいろありますが、それに頼ることもできません。	7
	3	プログラマならば、ユーザインターフェースをいじるうちはお決まりのパターンや変化、ヒントなどを嗅ぎ取りますが、一般のユーザはそんなことはできません。	7
	3		7
	3	ユーザが何をどう考えるかを知るには、ユーザそのものを観察するのが一番です。	7
	3	自分が今開発中のソフトウェアを使ってユーザに何か作業をしてもらい、その様子を見るのです。	7
	3	その作業は、できるだけ本物の業務の中にありそうなものにします。	7
	3	これは例えば「列の数字を足して合わせていく」というような作業のことです。	7
	3	「先月の自分の出費を計算する」ならもっといいですね。	7
	3	しかし「スプレッドシートの特定のセルを選択して、SUM式を入力してください」というような、詳しすぎる指示は避けましょう。	7
	3	あなたは途中で作業に割り込んだり、手助けをしたりしてはいけません。	7
	3	観察しながら、絶えず「なぜ、この人はこういうことをするのだろう？」、「なぜ、こうはしないのだろう？」と考えるのです。	7
	3		7
	3	観察していて最初に気づくのは、おそらく「ユーザは基本的にだいたい同じようなことをする」ということでしょう。	7
	3	作業を進める順序も、どこで間違えるかも、ほぼ同じなのです。	7
	3	つまりソフトウェアは、こういったユーザの基本的な振る舞いを踏まえて設計する必要があるということです。	7
	3	これは、会議室で「ユーザは多分、こうするから・・・」などと想像で話し合うのとは全く違います。	7
	3	単なる想像を基話し合っていても、ユーザが何を求めているか、明確なことは何もわからず、結局複雑で使いづらいものが出来てしまうでしょう。	7
	3	ユーザを直接観察すれば、それを防ぐことができるのです。	7
	3		7
	3	ユーザがどうしていいかわからず立ち往生する場面も何度か目撃することになるでしょう。	7
	3	そういう時プログラマならば、視点を変え、別の使い方を試します。	7
	3	しかしユーザはそうはいきません。	7
	3	立ち往生したユーザは視野を狭めてしまうため、画面の別のどこかにある解決策を見つけることがとても困難になります。	7
	3	このため、ヘルプはユーザインターフェースの不親切さの解決にならないのです。	7
	3	問題解決のための指示、ヘルプテキストなどは、問題が起きているまさにその箇所に表示されないと意味がありません。	7
	3	ユーザの視野が狭くなってしまっているので、ヘルプメニューよりもツールチップのほうが有用なのです。	7
	3		7
	3	ユーザは、自分の目的がどうにか達せられれば、それでよしとします。	7
	3	効率よくやろうとはあまり考えません。	7
	3	なんとか目的を達せられる方法を1つ発見すれば、ずっとその方法に固執します。	7
	3	それがいかに非効率な方法だろうと、容易には変えようとしないのです。	7
	3	ショートカットが2つも3つもよういされていたとしても、たして意味はなく、それより、見てすぐに分かる方法が1つ用意されている方がありがたいと感じます。	7
	3		7
	3	ユーザが「こうしたい」と口で言ったことと、実際にやっていることが食い違っていることにもあなたは気づくでしょう。	7
	3	これも非常に厄介な問題です。	7
	3	ユーザが何を求めているかを知ろうとすれば、普通、彼らの言葉を頼りにするからです。	7
	3	実は、ユーザが求めているものを正しく知るには、言葉を聞くよりも、彼らの行動を観察するほうがいいのです。	7
	3	彼らの求めるものを頭で考えて1日過ごすより、わずか1時間でも観察をしたほうが得るものは多いでしょう。	7
	3		7
	3		7
	3	コーディング規約を自動化する	5
	3	Filip van Leanen	6
	3	あなたも見たことがある光景かもしれませんが、新しいプロジェクトが立ち上がる時というのは、みんな「抱負」を持つものです。	7
	3	ああも使用、こうもしよう、と希望に燃えるのです。	7
	3	そういう抱負は、多くの場合ドキュメントにまとめられます。	7
	3	たとえば「このプロジェクトでは、一定の規約に従ってコーディングをする」ということが決定され、その規約がドキュメントにまとめられたりするのです。	7
	3	キックオフミーティングでは、プロジェクトリーダーがドキュメントの内容を承認し、プロジェクトのメンバーの多く、時には全員が、その規約を守ることに賛成します。	7
	3	しかし、いざプロジェクトが開始されると、こうした最初の抱負は徐々に顧みられなくなっていきます。	7
	3	そしてプロジェクト完了時には、規約など全く無視された無秩序なコードが、なぜそうなったのか誰にも理由がわからないまま、納品されてしまいます。	7
	3		7
	3	一体、どこでおかしくなってしまうのでしょうか。	7
	3	おそらく、すでにキックオフミーティングの時点でおかしくなっていたのだと思います。	7
	3	プロジェクトチームの中に、実はコーディング規約に無関心な人や、なぜ規約が必要なのかを理解していない人がいたのでしょう。	7
	3	もっとひどい場合には、内心全く規約に賛同しておらず、はじめから守らずに作業をするつもりでいた人もいるかもしれません。	7
	3	規約には賛成で必要な理由もわかっていたけれど、納期に間に合わせなくては、というプレッシャーに負けて、守ることをあきらめた、という人もいたでしょう。	7
	3	規約に従い「美しい」コードが書けても、高機能を求める顧客の歓心を買うことはできません。	7
	3	それに、一定の規約に従ってコードを書くというのは、自動化をしない限り、かなり面倒なことです。	7
	3	クラスのインデントを整え、見やすく混乱しにくくするというだけでも、手作業でやろうとすれば意外に大変なことは、自分のでやってみればすぐに分かります。	7
	3		7
	3	では、そういう問題がありながら、そもそもなぜ、コーディングに規約を設けようなどと思うのか。	7
	3	その目的の1つは「誰も、自分の書いたコードを「私物化」できないようにする」ということです。	7
	3	みんなが、自分の担当部分のコードを好き勝手な形式で書くと、どうしてもその箇所はその人のコードになってしまいます。	7
	3	逆に、その箇所も均一な形式で書いてあれば、私物化という事態にはなりにくいでしょう。	7
	3	その他、開発者がアンチパターンを使ってしまうことでしょう実、ありがちなバグを防ぐという目的もあります。	7
	3	コーディング規約に従うことで、プロジェクトの全体としての進行を円滑にし、開発速度を一定に保ちやすくします。	7
	3	ただし重要なのは、プロジェクトに参加する全員が同じ規約に従わなくてはならないということです。	7
	3	―他の開発者が皆4タブのインデントを使用しているのに、1人だけ3タブのインデントを使ったのでは意味がありません。	7
	3		7
	3	コーディング規約の遵守に役立つツールは多数存在します。	7
	3	そうしたツールには、規約をドキュメント化する機能、規約からの逸脱を報告する機能などがあります。	7
	3	ただし、そういうツールを使えば問題が全て解決するわけではありません。	7
	3	コーディング規約は可能な限り、自動的、かつ強制的に守られるようにすべきでしょう。	7
	3	具体的には次のような方法が有効です。	7
	3		7
	3	以上のことを、重要なプロジェクトでは必ず実践するようにするのです。	7
	3	ただし、守るべき規約が全て自動的に守られるような仕組みを作ることはほぼ不可能でしょう。	7
	3	警告や修正を自動化出来ないルールがある場合は、自動化の仕組みに加えて、ガイドラインの準備が重要になってきます。	7
	3	とはいえこの場合は、自分を含めチームのメンバーたちが、おそらく規約を忠実には守らないだろうと考えておくべきでしょう。	7
	3		7
	3	もう1つ大切なのは、コーディング規約は固定的ではなく、変化していくべき、ということです。	7
	3	プロジェクトが進行していけば、そのプロジェクトで求められるものも変わってきます。	7
	3	はじめのうちは懸命と思えたことが数カ月後にはそうでなくなっている、ということもあるのです。	7
	3		7
	3		7
	3	美はシンプルさに宿る	5
	3	Jørn Ølmheim	6
	3	1つのプラトンの言葉を引用します。	7
	3	ソフトウェア開発に携わる人ならばぜひ知っておくべき言葉、常に心に留めておくべき言葉だと思います。	7
	3		7
	3	この言葉には、ソフトウェア開発において大事にすべきことが見事に要約されていると思います。	7
	3		7
	3	プログラマがコードを書くときに留意すべきことはいくつかありますが、まとめればだいたい次のようになるでしょう。	7
	3		7
	3	プラトンの言葉が教えてくれるのは、シンプルであることを心がければ、上のすべてが達成されるということです。	7
	3		7
	3	4つ目の「美しさ」とは何でしょうか。	7
	3	コードが美しいとはどういう意味7日は、曖昧で、なかなか明確にはわかりません。	7
	3	美しいかどうかは、どうしても主観的な判断になります。	7
	3	何を美しいと感じるかは、その人の経験や思考に大きく影響されるでしょう。	7
	3	美しさにかぎらず、感じ方というのは、どうしても一人一人違ってしまいます。	7
	3	たとえば、いわゆる「芸術家」の美的感覚(少なくとも「美しさ」に対する考え方)は、きっと科学者とは違っているでしょう。	7
	3	芸術を学んだ人が「ソフトウェアの美しさ」という言葉を聞けば、それは芸術作品のような美しさのことだと思うでしょう。	7
	3	一方、科学を学んだ人は「ソフトウェアの美しさ」と聞くと、対称性や黄金比の話をしていると思うかもしれません。	7
	3	あるいは、できるだけコードの書き方を定型化すること、と解釈するかもしれません。	7
	3	私の経験から言うと、両者の間で最も違っているのが、「シンプルさ」というものに対する考え方のようです。	7
	3		7
	3	これまでに見たことがあるソースコードをどれでもいいので、頭に思い浮かべてみてください。	7
	3	他人の書いたコードをあまりみたことがないという人は、ページを一旦閉じ、オープンソースソフトウェアのソースコードを今すぐどこからか入手して、内容をよく見てください。	7
	3	冗談抜きで、今すぐです。	7
	3	検索すればすぐに見つかります。	7
	3	言語は問いません。	7
	3	できれば著名なプログラマの書いたソースコードがよいでしょう。	7
	3		7
	3	私はこれまでに、優れている、美しいと思えるコードを多数見てきました。	7
	3	そこには、必ずいくつか共通の特徴があると気づきました。	7
	3	その中でも特に重要なのが「シンプルである」ということです。	7
	3	アプリケーションやシステムが全体としてどれほど複雑であっても、個々の部分を取り出してみると、全てシンプルになっています。	7
	3	単一の責務を持ったオブジェクトは、メソッドも全て機能が絞りこまれており、名前を見ればすぐに、持っている機能がわかるようになっています。	7
	3	「メソッドのコードはどれも5行から10行くらいの長さにすべき」と言うと、あまりに極端な意見だと思う人もいるでしょう。	7
	3	言語によっては、その長さにすることが非常に難しい物もあります。	7
	3	しかし、それでも、それぐらいの短さを目指すべきだと私は思うのです。	7
	3		7
	3	美しいコードとは、突き詰めれば、シンプルなコードのことです。	7
	3	システムを構成する各部分が全てシンプルで、個々の部分が担う責務も最小限に抑えられていて、部分どうしの関連もシンプル、そんなコードですシンプルできれいなコードになっていればテストもしやすく、開発速度を落とさずに長期間に渡る保守が可能になります。	7
	3		7
	3	美は、シンプルなものから生じ、シンプルなものに宿るのです。	7
	3		7
	3		7
	3	リファクタリングの際に注意すべきこと	5
	3	Rajith Attapattu	6
	3	私達プログラマには必ず、既存のコードの「リファクタリング」が必要になる時がやってきます。	7
	3	ただ、リファクタリングをする前にいくつか考えてほしいことがあります。	7
	3	次に書くようなことに注意すれば、自分を含め、開発に関わる全ての人の時間と労力を大幅に節約できるでしょう。	7
	3		7
	3		7
	3	共有は慎重に	5
	3	Udi Dahan	6
	3	それは私が社会に出て最初に関わったプロジェクトでのことでした。	7
	3	まだ大学を出たてで、自分の能力を証明したくてしょうがなかった頃です。	7
	3	毎晩夜遅くまで会社に残り、既存のコードを読んで色々なことを学んでいました。	7
	3	そして私は初めて仕事を任された時、担当部分の作業にこれまで自分の学んできたことをどうしても実践してみたくなったのです。	7
	3	それは、コメントを入れること、ログをとること、そして、内容が似通っているコードを出来るだけライブラリ化することでした。	7
	3	しかし、意気揚々と臨んだコードレビューで私は思い知らされることになります。	7
	3	コードの再利用を容易に促進すると、かえってひんしゅくを買ってしまうのだ、ということを。	7
	3		7
	3	どうしてそういうことになったのでしょうか。	7
	3	だいがくでは「再利用」を優れたソフトウェア開発プロジェクトの象徴として教わってきました。	7
	3	どんな論文や教科書を読んでもそう書いてあったし、経験豊富なプロのソフトウェア技術者もそう語っていたのに、それらは全部間違いだった、ということでしょうか。	7
	3		7
	3	考えた結果わかったのは、私が1つ重大なことを見逃していた、ということです。	7
	3		7
	3	それは「コンテキスト」です。	7
	3		7
	3	例えばシステム内に同様の処理を行う部分が2つあったとしても、両社のシステムにおける役割が大きく異なっていれば、再利用によるメリットは小さいのです。	7
	3	私がコードをライブラリ化するまで、そのコードを利用する部分間に依存関係は全くありませんでした。	7
	3	元々の成り立ちが全然違うコードだったのです。	7
	3	したがって、状況やニーズが変われば、その後各部分のロジックには全く別の変更が必要になる可能性が高いということです。	7
	3	たとえコードが4行ほどのもので、行っていることが同じだったとしても、それはたまたま一時的にそうなっていただけのことです。	7
	3	私が入ってくるより前は、むしろ一致していないほうが普通だったのです。	7
	3		7
	3	私がコードをライブラリ化してしまったことで、それを利用する部分には依存関係が生じました。	7
	3	まるで、一本の靴紐を、両足の靴に通したような状態になったのです。	7
	3	ライブラリのコードを1行変更しただけで、その影響は複数箇所に及びます。	7
	3	互いに独立していた時なら、該当部分の保守コストは無視できるほど小さかったのに、ライブラリ化してから、変更の度に大きな手間をかけてテストをする必要が生じました。	7
	3		7
	3	私は、システムを構成するコードの絶対的な行数は減らしたのですが、依存しあう部分を増やしてしまったわけです。	7
	3	依存関係が生じる場合には、そのコンテキストが重要になります。	7
	3	依存関係が生じても、狭い範囲でのことならば、さほど問題は生じず、共有のメリットのほうが大きくなったでしょう。	7
	3	しかし、広範囲での依存関係が生じると、システムの様々な部分がそれに巻き込まれることになり、ライブラリのコード自体は良く出来ていても、デメリットのほうが大きくなります。	7
	3		7
	3	こういうミスはとても厄介です。	7
	3	「再利用」は一般的に良いこととされており、たしかに基本的には良いことだからです。	7
	3	コンテキストさえ適切なら、間違いなく有効です。	7
	3	私は今では、システム全体の構造がわからないうちは、コードの共有を容易に進めたりはしません。	7
	3	まずはぶぶんどうしの関係をよく見て、どこをライブラリ化すべきかを慎重に考えます。	7
	3		7
	3	「共有は慎重に。	7
	3	事前のコンテキスト確認を忘れずに」ということですね。	7
	3		7
	3		7
	3	ボーイスカウト・ルール	5
	3	Robert C. Martin	6
	3	ボーイスカウトには大切なルールがあります。	7
	3	それは、「来た時よりも美しく」です。	7
	3	たとえ自分が来た時にキャンプ場が汚くなっていたとしても、そしてたとえ汚したのが自分でなかったとしても、綺麗にしてからその場を去る、というルールです。	7
	3	そうやって、次にキャンプに来る人達が気持ちよく過ごせるようにするのです(このルールは元々、ボーイスカウトの父と呼ばれるロバート・スティーブンソン・スミス・ベーデン=パウエルの「自分が最初に見た時よりも、世界をいい場所にすべく努力しよう」という言葉から来ています)。	7
	3		7
	3	これに倣ってコーディングに関しても同じルールを定めるとしたら「モジュールをチェックインする際には、必ずチェックアウト時よりも美しくする」となります。	7
	3	最初にそのモジュールを書いたのが誰であるかに関係なく、皆がそうやって、たとえ少しずつでもモジュールを改善する努力を続けたとしたら、その結果どういうことが起きると思いますか?。	7
	3	この簡単なルールをとても守れないような難しいものだとは思っていません。	7
	3	何もすべてのモジュールをチェックイン前に完璧なものにせよと言っているのではなく、チェックアウト時より少しでも良い物にしようと言っているだけなのです。	7
	3	モジュールに新たなコードを加える場合には、もちろんそのコードを「美しく」します。	7
	3	既存のコードを触る場合には、チェックイン前にどこか1箇所でいいので改善しましょう。	7
	3	変数名をより適切なものに変えたり、大きい関数を2つの小さくよりシンプルな関数に分割する、というのでもいいのです。	7
	3	循環参照を解消するというのでもいいですし、インターフェースを追加することでポリシーと実装を切り離すというのでもいいでしょう。	7
	3		7
	3	正直に言うならば、これは誰もが守るべき当然の礼儀ではないかと思います。	7
	3	トイレに行ったら手を洗う、ゴミは床に散らかさずにゴミ箱にきちんと捨てる、というのと同じ類のことではないでしょうか。	7
	3	実際、コードに「汚い」部分を残したままにすることは、ゴミを撒き散らすのと同じくらい、社会的に受け入れがたいことです。	7
	3	誰から見ても「してはならないこと」なのです。	7
	3		7
	3	そしてこれは礼儀以上の話でもあります。	7
	3	他人が書いたコードを改善しようと思えば、自分の担当部分のコードを改善する場合とは全く違った配慮が必要になります。	7
	3	チームのメンバーが互いに助け合い、そして互いのコードを綺麗にするのです。	7
	3	ボーイスカウト・ルールを守るのは、それが自分だけではなく、皆のためになるからです。	7
	3		7
	3		7
	3	他人よりまず自分を疑う	5
	3	Allan Kelly	6
	3	プログラマというものは(つまりわたしたちは)自分の書いたコードに何か誤りがあるとは、なかなか考えようとしない人種です。	7
	3	現に問題が起きていても、それが自分のせいだと思うことは滅多になく、「きっとコンパイラのせいだろう」などと思ったりします。	7
	3		7
	3	しかし実際には、コンパイラやインタプリタ、OS、アプリケーションサーバ、データベース、メモリマネージャなど、システムソフトウェアのバグで問題が発生するということは、極めて稀なのです(ほぼないと言っていいでしょう)。	7
	3	もちろんシステムソフトウェアにもバグはあるものですが、責任を押し付けたがる人が期待するよりは、はるかに少ないと言えます。	7
	3		7
	3	私が「本当にコンパイラのバグが問題の原因だった」というけいけんをしたのはたった1度だけで、ループ変数の最適化に関わるバグでした。	7
	3	それよりも、コンパイラあるいはOSのバグのせいだとばかり考えて時間を無駄にした回数のほうがずっと多いのです。	7
	3	自分の時間、サポート担当の時間、管理者の時間をさんざん無駄にした挙句、結果は自分のミスが原因だったと判明して力が抜けたということが何度もありました。	7
	3		7
	3	多くの人に使われているツール、「枯れた」ツール、様々なテクノロジスタックに採用されているツールは、必然的に品質が上がっています。	7
	3	つまり、何か問題が起きた時にこうしたツールの品質を疑ってもあまり意味が無いということです。	7
	3	もちろん、初期リリースや、世界中でも利用者が少ないツール、めったにダウンロードされないツール、バージョン0.1、オープンソースのソフトウェアなどであれば疑う意味はあるかもしれません(商用ソフトウェアのαバージョンなども同様です)。	7
	3		7
	3	コンパイラにバグがほぼ無いのだとしたら、コンパイラの誤りを証明するよりも、自分のコードのバグを見つけることに時間とエネルギーを注いだほうがずっと良いということになります。	7
	3	自分の書いたコードを疑い、デバッグに関して一般に「すべき」と言われていることをやってみましょう。	7
	3	具体的には、問題箇所を切り分け、呼び出し先をスタブに置き換え、テストを書いてみる、といったことをまず行います。	7
	3	呼び出しの作法、共有ライブラリ、バージョン番号のチェックも忘れずに行いましょう。	7
	3	作業内容をチームの他のメンバーに説明してみましょう。	7
	3	スタック破損や変数の方の不一致を見張りましょう。	7
	3	マシンやビルド設定を変えて、例えばデバッグ用、リリース用両方の環境で実行してみましょう。	7
	3		7
	3	このとき重要なのは前提条件を考えることです。	7
	3	何を当然とみなすかは人によって違っています。	7
	3	自分と他人では違っているでしょう。	7
	3	たとえ同様のツールであっても、提供するベンダが違えば前提条件は違っているでしょうし、たとえ提供するベンダは同じでも、違うツールならば、やはり前提条件が違っていると考えられます。	7
	3		7
	3	問題発見の報告を受けたが、それを自分で再現できない場合には、報告者が実際にどういうことをしているのか、その現場を見るべきです。	7
	3	ひょっとすると、あなたが想像もしなかったようなことをしている可能性があります。	7
	3	予想とは全く違った発想、違った順番で行動していることがあり得るのです。	7
	3		7
	3	私は、何か問題が起きた時には必ず真っ先に自分の書いたコードのバグを疑うことにしています。	7
	3	自分のコードを徹底的に調べて、それでもバグが見つからなかった時、初めてコンパイラのバグを疑い、スタック汚染を調査します、たとえば「トレースコードを加えてみたら、問題箇所があちこちいどうしていくのがわかった」という場合なら、自分のコード以外を疑ってもいいでしょう。	7
	3		7
	3	マルチスレッドがらみの問題も厄介なバグの原因になりやすく、マシンの前で叫び声を上げたまま白髪になりかねません。	7
	3	「コードはできるだけシンプルにすべき」と常に言われますが、マルチスレッド環境においてこの言葉は何倍も重要です。	7
	3	スレッド間の整合性に関わるバグを、一般的なデバッグ作業やユニットテストで見つけ出すことは困難です。	7
	3	設計をシンプルにするということが何より大切になるのです。	7
	3		7
	3	システムに何か問題が起きて、それをコンパイラやOSのせいにしたくなった時は、シャーロック・ホームズの「完全にありえないことをすべて取り除いていけば、残ったものがいかに信じがたいものでも、事実に違いない」という言葉を思い出すといいでしょう。	7
	3	同じく探偵のダークジェントリーも「あり得ないことを全部排除して残ったものは、どんなに信じがたくても、間違いなく真実だ」と言っていますが、ホームズのほうが通りはいいでしょう。	7
	3		7
	3		7
	3	ツールの選択は慎重に	5
	3	Giovanni Asproni	6
	3	昨今では、アプリケーションを全くのゼロ方開発することは稀です。	7
	3	通常は、既存のツール(コンポーネント、ライブラリ、フレームワークなど)を組み合わせて作ります。	7
	3	それは次のような理由からです。	7
	3		7
	3	ただ、既存のツールを適切に組み合わせることは、実は容易なことではありません。	7
	3	事前に十分な検討が必要でしょう。	7
	3	その際には、以下の様なことに留意すべきです。	7
	3		7
	3	ここまであげてきたような問題の発生を防ぐために、私は「まずは最低限のツールだけを導入する」という戦略を採っています。	7
	3	よく検討して、どうしても必要と判断したものだけに絞り込んで導入するのです。	7
	3	通常、初期の段階で重視するのは、「インフラ関連の低水準プログラミングの手間を省き、問題の発生を防ぐ」ということです。	7
	3	たとえば分散アプリケーションを開発するなら直接ソケットを扱うのではなくミドルウェアを利用する、ということです。	7
	3	その後も必要になったタイミングで新たなツールを追加していきます。	7
	3	新たにツールを追加する際には、ツールをビジネスドメインオブジェクトから隔離するためのインターフェースやレイヤを導入すれば、ツールの変更が必要になった時の手間が最小限に抑えられるでしょう。	7
	3	最後に、ここまで話してきたアプローチには良い副作用があります。	7
	3	当初の予測よりも導入するツールが少なくて済、アプリケーションも肥大せずに済むのです。	7
	3		7
	3		7
	3	ドメインの言葉を使ったコード	5
	3	Dan North	6
	3	たとえば、コードベースの中に、次のようなコードが見つかったとします。	7
	3		7
	3	だんだんわかってきました。	7
